backgroundrank,bokehfactor,cameramodel,cameramodelndex,coherency,colorcontrastf,colorsimilarity,dominantcol1percent,dominantcol1value,dominantcol1l,dominantcol1a,dominantcol1b,dominantcol2percent,dominantcol2value,dominantcol2l,dominantcol2a,dominantcol2b,dominantcol3percent,dominantco3value,dominantcol3l,dominantcol3a,dominantcol3b,dominantcol4percent,dominantcol4value,dominantcol4l,dominantcol4a,dominantcol4b,dominantcol5percent,dominantcol5value,dominantcol5l,dominantcol5a,dominantcol5b,dominantcol6percent,dominantcol6value,dominantcol6l,dominantcol6a,dominantcol6b,dominantcol7percent,dominantcol7value,dominantcol7l,dominantcol7a,dominantcol7b,dominantcol8percent,dominantcol8value,dominantcol8l,dominantcol8a,dominantcol8b,strongcol1percent,strongcol1value,strongcol1l,strongcol1a,strongcol1b,strongcol2percent,strongcol2value,strongcol2l,strongcol2a,strongcol2b,contrastf,datetaken,directionsimilarity,dynrange,dynrangefactor,exposuref,facesrank,finalrank,focusf,fullframcolorsim,gridcolorsimilarity,height,horizonleft,intballancef,lifeid,objectsh,objectsw,objectsx,objectsy,objectsfactor,origheight,origwidth,partnerphotoid,photoindex,position,saturationf,sky,splitlevel,status,subclusterindex,texturescalesimilarity,url,userid,version,width,datenew,phash,closedeyesf,confidence,enginecode,faceexposuref,facefocusf,gender,genderconf,ffaceheight,kissf,leyeclosed,leyex,leyey,mouthp1x,mouthp1y,mouthp2x,mouthp2y,mouthp3x,mouthp3y,necscore,nosep1x,nosep1y,pitch,profilef,reyeclosed,reyex,reyey,facerank,recindex,recindexnew,roll,significance,smile,facewidth,facex,facey,yaw,faceid,isbaby,datesent,rnum,uploaddate
0.18,0,Canon_EOS_650D_0,1,0.63,\N,20,38,27272E,15.9,1.8,-4.58,11,5D5454,36.57,3.68,1.33,10,AD9F93,66.36,3.05,8.1,9,8C8078,54.42,3.12,5.98,9,D1C2B3,79.27,2.77,9.43,7,626C79,45.22,-0.78,-8.5,3,5F7891,49.39,-2.65,-16.49,2,3F5168,33.86,-0.54,-15.54,0,0,0,0,0,0,0,0,0,0,0,1426160467,60.39,-0.99,1,1.67,6.14,0.89,-3.72,82.26,78.96,720,8,1,70138577976,,,,,0,3456,5184,72878967462,72878967462,2,0.24,1,1,Success,1.42616E+12,92.6,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967462/medium/1493025512/enhance,21011995998,15,1080,1426160467,BEFE310080D5BB5D,0.0;0.0;0.0;0.0;0.0,69;75;32;72;50,11;111;1;1;111,2.45;2.9;2.91;3.77;2.78,-4.14;-0.27;0.0;0.0;0.0,;;;false;,13.0;9.41;4.0;0.0;7.0,4.46;4.13;4.13;5.43;4.13,0;0;0;0;0,0;0;0;0;0,15.68;28.13;55.34;78.53;88.41,45.28;43.82;49.82;49.53;51.67,15.45;28.13;55.34;78.04;88.41,46.83;45.54;51.54;51.91;53.39,14.87;27.52;54.77;78.04;87.83,46.83;45.49;51.54;51.91;53.39,14.29;26.98;54.19;78.04;87.26,46.83;45.54;51.54;51.91;53.39,0.0;0.0;0.0;0.0;0.0,11.3;27.5;54.77;79.12;87.92,40.61;45.19;50.85;51.2;53.13,0;0;0;20;0,-0.1;0.0;0.0;-1.0;0.0,0;0;0;0;0,14.44;26.98;54.19;78.53;87.26,45.28;43.82;49.82;49.53;51.67,0.2;6.31;6.49;4.77;7.26,0;0;0;0;0,0;0;0;0;0,0.0;0.0;0.0;0.0;0.0,1;1;1;1;1,0.0;8.889;4.444;0.0;48.89,2.98;2.76;2.76;3.62;2.76,13.58;26.18;53.39;75.84;86.46,43.98;42.61;48.61;47.61;50.46,45.0;0.0;0.0;-90.0;0.0,64d7dcb9-336a-44c0-b09f-4a966a85cf59;bad18a31-662d-4ca0-a3a6-d09800afe9bf;9a2cc8c5-d027-4b3c-aefe-ae987ef8602a;2e15cb95-658f-474b-a06c-81d7e80382d1;0c068872-293c-4b03-9754-e6511c87cbaa,false;false;false;false;false,35:26.2,1,4/24/2017
5.21,0,Canon_EOS_650D_0,1,0.71,\N,17,26,393B3D,24.75,-0.38,-1.53,17,C2E5EB,88.69,-10.13,-6.74,13,636668,43,-0.73,-1.54,9,898B8E,57.79,-0.13,-1.86,8,121212,5.46,0,0,7,78B5D8,70.87,-10.46,-23.77,5,2D2724,16.19,2.15,3,4,F2FBFA,97.94,-3.13,-0.56,0,0,0,0,0,0,0,0,0,0,0.63,1492012447,55.45,-0.99,1,1.45,0,1.37,1,50.16,67.09,720,24,0.92,70138577976,36.46;53.15;8.78,71.19;100.2;55.96,9.08;0.0;8.5,4.83;47.0;37.34,1.5,3456,5184,72878968775,72878968775,1,0.21,1,0,Success,1.49201E+12,92.71,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968775/medium/1493026576/enhance,21011995998,15,1080,1492012447,6829D1A98B8B56E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53:56.3,1,4/24/2017
5.2,0,Canon_EOS_650D_0,1,0.75,0.08,23,21,181B17,9.32,-2.45,2.3,19,AAA9A6,69.24,-0.2,1.66,16,8C8D8B,58.5,-0.75,0.93,9,40413D,27.32,-1.3,2.29,8,636565,42.61,-0.77,-0.28,7,84C0F5,75.57,-5.46,-32.23,7,3D4724,28.45,-10.76,19.65,5,62703C,44.96,-14.4,27.09,0,AA1A29,36.83,55.91,30.63,1,E1394C,51.22,64.58,29.38,0.46,1492006901,96.4,-0.99,1,1.7,0,1.36,1,60.32,70.49,720,30,0.68,70138577976,17.57;17.13;31.19;9.66,16.7;13.18;5.27;8.2,48.05;80.57;48.05;70.9,33.82;50.51;0.0;11.86,0.9,3456,5184,72878968707,72878968707,2,0.29,1,1,Success,1.49201E+12,96.8,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968707/medium/1493026512/enhance,21011995998,15,1080,1492006901,C68131E4A07DA4EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:45.5,1,4/24/2017
4.22,0,Canon_EOS_650D_0,1,0.69,\N,10,32,876740,45.94,7.77,26.83,23,342717,16.71,3.54,12.87,11,E0B97C,77.28,6.15,36.15,9,B89956,64.68,3.09,39.21,8,80906,2.35,-0.68,1.04,7,C1C1BE,77.99,-0.55,1.5,6,514A3E,31.79,0.65,8.23,2,938D85,58.92,0.75,5.05,7,9D693B,48.99,15.99,33.92,8,74502C,37.17,10.91,26.97,0.6,1491999695,93.29,-0.99,1,0.85,0,0.97,1,97.64,90.51,720,\N,0.22,70138577976,21.08;12.74;12.74;24.16,17.87;25.2;5.27;2.34,63.28;33.4;73.83;58.89,73.35;50.07;28.55;8.35,1.5,3456,5184,72878968428,72878968428,3,0.55,0,0,Success,1.492E+12,96.9,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968428/medium/1493026285/enhance,21011995998,15,1080,1491999695,E6A7833B074F3F0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49:20.9,1,4/24/2017
5.74,0,Canon_EOS_650D_0,1,0.83,\N,50,54,6D3918,30.02,20.17,29.84,35,C88A3E,62.34,16.48,48.85,6,E7CEA0,83.79,2.02,26.11,3,120C07,3.68,1.33,2.65,2,F5F5F3,96.49,-0.35,0.95,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,3,722808,27.05,31.17,35.08,1,C65D0E,51.69,38.08,57.58,0.48,1426158648,50,-0.99,1,1.49,0,1.27,1,50,50,720,\N,0.88,70138577976,,,,,0,3456,5184,72878967410,72878967410,1,0.9,0,1,Success,1.42616E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967410/medium/1493025501/enhance,21011995998,15,1080,1426158648,A982AA6A5882D1C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34:25.7,1,4/24/2017
5.67,0,Canon_EOS_650D_0,1,0.76,0.17,18,26,897164,49.56,7.32,10.74,24,4D463D,30.14,1.21,6.5,20,A49F84,65.24,-2.81,14.76,18,A6CDE3,80.36,-7.91,-15.11,9,12171A,7.37,-1.36,-2.88,3,EAF5F0,95.62,-4.52,1.14,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,80552B,40.02,13.41,31.25,0,0,0,0,0,0.48,1492004509,93.49,-0.99,1,1.68,4.93,1.12,1,88.19,73.52,720,14,0.96,70138577976,26.35;26.79;16.25;26.79,20.21;10.55;10.55;20.51,9.38;83.2;42.19;79.69,27.67;55.34;57.98;27.23,1.5,3456,5184,72878968605,72878968605,6,0.37,1,0,Success,1.492E+12,94.79,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968605/medium/1493026437/enhance,21011995998,15,1080,1492004509,6A22E67161715248,0,46,1,2.5,0,,31,4.13,0,0,88.79,50.64,88.76,51.9,88.34,51.88,87.93,51.87,0,88.8,51.61,0,-0.1,0,87.95,50.61,6.3,0,0,0,1,20,2.76,86.51,49.54,-45,20a60a77-0401-4a55-95c2-f9479cfb78d1,FALSE,52:11.0,1,4/24/2017
5.34,0,Canon_EOS_650D_0,1,0.75,\N,28,32,563730,26.52,12.87,10.05,17,DFD2D5,85.29,5,0.12,17,886B4A,47.29,6.93,22.86,14,584928,31.79,1.47,22,10,110F10,4.5,0.9,-0.25,3,8B7B7C,53.07,6.31,1.7,2,A89CA9,65.72,6.81,-5.18,2,B9A79E,69.77,5,7.01,6,77382B,31.63,26.38,20.9,0,0,0,0,0,0.65,1492010968,66.83,-0.99,1,1.17,0,1.21,1,55.26,67.98,720,\N,1,70138577976,25.04;7.91;42.17;23.72,19.34;11.13;31.64;43.07,5.57;40.43;40.43;57.13,61.93;69.4;0.0;70.72,1.01,3456,5184,72878968749,72878968749,2,0.52,0,0,Success,1.49201E+12,92.53,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968749/medium/1493026550/enhance,21011995998,15,1080,1492010968,6A49147AC11A2DA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53:56.2,1,4/24/2017
4.98,1,Canon_EOS_650D_0,1,0.81,\N,50,28,6F7981,50.26,-1.95,-5.64,20,BDBDB9,76.51,-0.73,2.01,16,383633,22.72,0.21,2.19,10,6B6A67,44.82,-0.21,1.81,9,7C8E9D,58.1,-3.05,-10.1,5,93928E,60.53,-0.39,2.24,4,A1A8AD,68.46,-1.48,-3.44,3,0A0A09,2.72,-0.14,0.38,0,0,0,0,0,0,0,0,0,0,0.35,1492025061,50,-0.99,1,2,8.54,2.28,-0.48,50,50,720,\N,0.98,70138577976,61.49,53.03,0,0,0,3456,5184,72878968840,72878968840,1,0.13,0,1,Success,1.49203E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968840/medium/1493026621/enhance,21011995998,15,1080,1492025061,9AEF191EE7FBC13F,0,100,1111,3.26,0,,74.12,6.28,0,0,52.74,14.8,52.41,17.49,51.68,17.49,50.95,17.49,95.5,51.83,16.51,0,0,0,50.86,14.74,8.76,0,0,2.862,1,100,4.18,49.76,12.89,0,4dd52220-cb50-4c93-8dfb-58169325cc48,TRUE,53:31.2,1,4/24/2017
5.27,0,Canon_EOS_650D_0,1,0.8,\N,50,25,97C2EA,76.74,-4.63,-24.42,20,141412,6.26,-0.43,1.18,14,2F322F,20.4,-2.01,1.45,14,5D6360,41.37,-2.97,0.89,4,C3E0F6,87.76,-4.93,-13.9,4,A2A7A4,68.02,-2.35,0.92,4,BED8E6,84.88,-5.73,-9.78,3,BBE3F8,88.1,-8.42,-14.49,0,0,0,0,0,0,0,0,0,0,0.47,1492016891,50,-0.99,1,1.5,0,1.38,1,50,50,720,52,0.95,70138577976,50.07;12.3;8.78;5.27,22.27;14.06;15.23;9.38,49.8;31.64;16.41;23.14,14.49;47.88;50.07;78.18,-1.5,3456,5184,72878968835,72878968835,1,0.35,1,1,Success,1.49202E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968835/medium/1493026622/enhance,21011995998,15,1080,1492016891,48CB35891F30835E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53:36.3,1,4/24/2017
5.38,0,Canon_EOS_650D_0,1,0.76,\N,7,24,6E6F6E,46.72,-0.58,0.42,17,4B4947,31.15,0.41,1.48,15,909292,60.39,-0.72,-0.26,12,86CEF7,79.57,-11.87,-27.15,12,222226,13.38,1.03,-2.68,3,B3B6B3,73.74,-1.61,1.15,3,B3E7FC,88.81,-11.85,-15.57,2,A4DFFB,85.82,-12.1,-19.63,2,4BA8F0,66.36,-4.89,-44.03,0,0,0,0,0,0.28,1491999279,84.34,-0.99,1,1.8,0,1.36,1,97.57,81.82,1080,10,1,70138577976,,,,,0,5184,3456,72878968321,72878968321,2,0.31,1,1,Success,1.492E+12,93.91,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968321/medium/1493026197/enhance,21011995998,15,720,1491999279,6AD0C0D04F818440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49:20.3,1,4/24/2017
3.56,0,Canon_EOS_650D_0,1,0.82,\N,50,31,2D302A,19.39,-2.71,3.39,15,52544E,35.37,-2.07,3.22,12,D2E3E7,89.12,-4.86,-3.89,10,A1AEB6,70.33,-2.89,-5.65,7,7.57E+91,52.41,-0.92,-7.09,5,ADA9A5,69.45,0.7,2.56,4,FBFDFD,99.16,-0.65,-0.24,3,615F3E,39.7,-4.92,19.21,0,0,0,0,0,0,0,0,0,0,0.4,1426078262,50,-0.97,1,0.97,0,1.07,1,50,50,720,\N,0,70138577976,42.61,45.41,0,28.11,0,3456,5184,72878967074,72878967074,1,0.19,0,1,Success,1.42608E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967074/medium/1493025246/enhance,21011995998,15,1080,1426078262,71D53C302382CA20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29:32.8,1,4/24/2017
3.85,0,Canon_EOS_650D_0,1,0.88,\N,11,45,2A2D28,18.02,-2.51,2.78,13,F5F6F4,96.76,-0.68,0.83,8,E0EBEC,92.27,-3.45,-1.76,8,D7F1F8,93.51,-7.08,-6.26,6,8C979A,61.69,-3.31,-2.94,5,616768,43.12,-2.09,-1.37,4,C9EAFD,90.94,-6.77,-12.77,3,BAC6C8,79.04,-3.7,-2.42,0,0,0,0,0,0,0,0,0,0,0.34,1426154435,98.8,-0.97,1,0.38,0,0.88,1,93.71,90.88,1080,8,1,70138577976,15.23;12.89;10.55,100.2;34.7;19.33,0.0;44.36;12.74,30.47;61.23;60.64,0,5184,3456,72878967218,72878967218,4,0.14,1,0,Success,1.42615E+12,99.03,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967218/medium/1493025330/enhance,21011995998,15,720,1426154435,6.28603E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58.3,1,4/24/2017
6.11,0,Canon_EOS_650D_0,1,0.83,0.46,50,24,5A94D3,59.94,-0.42,-38.03,19,3F6BA6,44.7,3.63,-36.28,15,7EBFF0,74.82,-7.73,-30.72,8,545252,35.06,0.81,0.28,7,ACAAA7,69.69,0.16,1.79,6,201F1E,11.83,0.23,0.85,6,CFD1D1,83.69,-0.68,-0.25,4,817D7B,52.69,1.13,1.62,0,B49F22,65.45,-5.02,62.13,0,747323,47.1,-10.23,42.43,0.31,1492006485,50,-0.99,1,1.76,0,1.32,1,50,50,720,60,1,70138577976,3.95;3.07;22.4;3.07,7.91;12.89;1.76;8.79,50.1;36.04;53.91;23.44,63.69;63.69;18.01;77.31,0,3456,5184,72878968670,72878968670,1,0.59,1,0,Success,1.49201E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968670/medium/1493026483/enhance,21011995998,15,1080,1492006485,89DB652D6DAD6BB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:45.3,1,4/24/2017
5.81,0,Canon_EOS_650D_0,1,0.85,0.18,32,29,69AAE3,67.5,-4.75,-35.05,27,4F83BA,53.43,-0.86,-34.11,14,404140,27.41,-0.64,0.46,8,7C7D7A,52.24,-0.97,1.49,8,141518,6.78,0.32,-2.19,3,9ED3F8,82.18,-8.22,-23.59,3,63758B,48.56,-1.24,-14.19,2,3B4A5D,30.92,-0.66,-13.1,0,A22332,36.2,51.51,23.91,0,0,0,0,0,0.34,1492012018,70.22,-0.99,1,1.71,0,1.31,1,26.34,61.58,1080,\N,0.99,70138577976,5.57;9.38;2.93;1.17,28.55;14.06;10.1;7.91,36.46;43.48;42.61;45.68,58.59;44.53;70.9;65.92,0.49,5184,3456,72878968748,72878968748,3,0.59,0,1,Success,1.49201E+12,92.81,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968748/medium/1493026550/enhance,21011995998,15,720,1492012018,CB54DBAB26ADCD76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53:56.3,1,4/24/2017
4.77,0,Canon_EOS_650D_0,1,0.88,0.05,10,39,7D7650,49.37,-3.5,21.93,25,434438,28.41,-2.91,7.14,25,CFE9F1,90.73,-6.91,-6.77,9,8DA2B6,65.66,-2.87,-12.77,3,6C7C8D,51.3,-1.89,-11.17,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1426154602,92.68,-0.95,1,1.23,0,1.17,1,95.89,86.39,720,28,0.82,70138577976,,,,,0,3456,5184,72878967343,72878967343,7,0.38,1,1,Success,1.42615E+12,97.64,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967343/medium/1493025442/enhance,21011995998,15,1080,1426154602,710E3C0398F0D1E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58.4,1,4/24/2017
4.64,0,Canon_EOS_650D_0,1,0.87,\N,12,38,434630,28.87,-5.57,12.89,23,D0F0F9,92.83,-8.54,-7.84,12,787254,47.84,-2.8,17.5,9,869EAF,63.85,-4.52,-11.61,7,A79B8C,64.61,1.81,9.44,7,607281,47.11,-3.03,-10.46,5,A9CCE3,80.27,-6.5,-15.21,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,0.33,1426154583,97.8,-0.94,1,1.3,0,1.24,1,95.81,80.27,720,39,0.77,70138577976,14.49,14.36,67.38,54.03,0,3456,5184,72878967305,72878967305,6,0.23,1,0,Success,1.42615E+12,97.76,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967305/medium/1493025435/enhance,21011995998,15,1080,1426154583,E3543CB14DB6C2EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58.4,1,4/24/2017
4.68,0,Canon_EOS_650D_0,1,0.58,\N,22,24,B68152,58.28,15.14,33.42,20,6F5237,37.28,8.43,20.51,18,14110C,5.2,0.31,2.83,15,403124,21.63,4.64,10.89,8,CFB495,74.87,5.03,19.4,7,9A9696,62.41,1.46,0.51,4,D4D0CA,83.64,0.32,3.45,3,BF5455,49.58,43.11,20.79,3,83511F,39.26,16.43,36.8,2,B06A2D,51.53,22.89,44.57,0.63,1491999656,93.77,-0.99,1,0.84,0,0.98,1,80.28,82.75,720,\N,0.63,70138577976,4.83;22.84;7.91,7.32;18.75;17.58,51.86;7.91;16.7,67.64;53.59;46.56,0,3456,5184,72878968412,72878968412,2,0.58,0,0,Success,1.492E+12,90.62,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968412/medium/1493026285/enhance,21011995998,15,1080,1491999656,919511170DAD5CDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49:20.7,1,4/24/2017
2.47,0,Canon_EOS_650D_0,1,0.91,\N,5,45,121413,6.11,-1.04,0.31,34,EAEAE5,92.57,-0.88,2.41,5,AAA79E,68.5,-0.56,5.02,4,6D6A62,44.86,-0.39,4.9,4,353430,21.68,-0.45,2.68,3,DCE6EA,90.67,-2.58,-3.11,2,E5DFC8,88.73,-1.8,12,1,B1A58F,68.2,0.66,12.97,0,0,0,0,0,0,0,0,0,0,0.36,1426100530,99.74,-0.97,1,-0.08,0,0.79,1,99.89,95.59,720,\N,0.14,70138577976,9.66;10.54;8.35,18.75;7.32;8.2,62.99;82.62;54.79,49.19;47.44;47.44,0.49,3456,5184,72878967106,72878967106,3,0.05,0,1,Success,1.4261E+12,99.62,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967106/medium/1493025269/enhance,21011995998,15,1080,1426100530,6C32318902028800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29:59.5,1,4/24/2017
5.85,0,Canon_EOS_650D_0,1,0.87,0.38,11,24,E3DDD3,88.33,0.32,5.62,22,7CC0F3,75.11,-7.88,-31.89,10,59A0F3,64.75,2.88,-48.17,9,1E2315,12.81,-5.48,8.67,6,3A491F,28.81,-13.95,22.96,6,999897,62.9,0.18,0.65,5,61666C,42.95,-0.6,-4.05,5,6E8236,51.32,-19.5,38.03,0,8.31E+22,29.05,42.52,25.21,0,B42F33,41.18,53.09,30.12,0.39,1492005100,91.95,-0.99,1,1.69,0,1.41,1,81.46,72.76,720,32,0.84,70138577976,44.8,100.2,0,20.64,0,3456,5184,72878968669,72878968669,9,0.54,1,1,Success,1.492E+12,96.36,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968669/medium/1493026483/enhance,21011995998,15,1080,1492005100,B65278994DDE67AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:11.3,1,4/24/2017
3.54,0,Canon_EOS_650D_0,1,0.86,\N,5,41,0C0D0C,3.55,-0.46,0.33,16,F6F6EE,96.69,-1.38,3.83,13,EBEEEF,93.9,-0.81,-0.84,5,AFB0B0,71.76,-0.35,-0.13,5,D9D5CB,85.33,-0.37,5.41,4,302D29,18.65,0.48,3.07,4,7B7974,50.86,-0.21,3,3,EBE3CD,90.33,-0.93,11.71,0,0,0,0,0,0,0,0,0,0,0.35,1426100510,99.79,-0.99,1,0.87,0,1.2,1,99.9,98.79,720,4,0.25,70138577976,35.14,64.45,24.9,24.16,1.5,3456,5184,72878967034,72878967034,2,0.07,1,0,Success,1.4261E+12,99.67,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967034/medium/1493025197/enhance,21011995998,15,1080,1426100510,4C36331901220088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29:59.4,1,4/24/2017
5.76,0,Canon_EOS_650D_0,1,0.62,0.05,22,23,262C20,17.07,-5.43,6.93,17,575B48,37.8,-5.35,10.45,14,5F6041,39.88,-5.97,17.63,9,989D5B,62.96,-12.11,33.85,8,6D8045,50.83,-17.24,29.66,5,6F703E,46.06,-8.46,27.59,5,AFB55B,71.5,-15.08,44.71,5,888B6C,56.86,-6.64,16.25,0,0,0,0,0,0,0,0,0,0,0.44,1492004650,97.23,-0.99,1,1.82,0,1.3,1,87.94,85.4,720,\N,1,70138577976,3.51,4.69,47.46,62.81,0,3456,5184,72878968603,72878968603,7,0.46,0,0,Success,1.492E+12,98.55,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968603/medium/1493026434/enhance,21011995998,15,1080,1492004650,5F987E187A094993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:11.1,1,4/24/2017
5.7,0,Canon_EOS_650D_0,1,0.8,0.06,15,36,424436,28.27,-3.73,8.22,17,7B6B4C,45.97,1.45,19.71,9,70695F,44.76,0.87,6.6,7,CBEFF8,92.22,-9.76,-8.24,6,9A9DA2,64.64,-0.09,-2.99,4,9F978F,62.92,1.49,5.25,4,8EA0B4,65.11,-1.91,-12.47,3,B9CCDA,81.05,-3.55,-9.12,0,0,0,0,0,0,0,0,0,0,0.35,1426154551,96.34,-0.95,1,1.96,0,1.36,1,79,71.92,720,29,1,70138577976,,,,,0,3456,5184,72878967298,72878967298,5,0.34,1,0,Success,1.42615E+12,97.81,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967298/medium/1493025398/enhance,21011995998,15,1080,1426154551,70390D1B1A95A3E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58.3,1,4/24/2017
6.46,0,Canon_EOS_650D_0,1,0.84,1,16,33,7EBDF9,74.62,-4.09,-35.88,25,7E894C,54.92,-14.07,31.28,8,9ECFF5,81.01,-6.87,-23.78,7,636547,41.87,-6.24,16.78,5,66685E,43.56,-2.78,5.36,4,44453B,28.9,-2.52,5.91,4,A5A683,67.21,-6.36,18.06,3,DBD9D5,86.75,-0.03,2.2,0,0,0,0,0,0,0,0,0,0,0.21,1492004219,54.03,-0.99,1,1.8,0,1.33,1,65.49,73.49,720,38,0.98,70138577976,5.27;7.03;3.51;14.06,9.96;3.52;3.22;93.16,82.32;16.7;70.9;7.03,75.99;72.47;61.93;36.02,0,3456,5184,72878968539,72878968539,4,0.47,1,0,Success,1.492E+12,93.24,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968539/medium/1493026370/enhance,21011995998,15,1080,1492004219,66964BB5B5B5948A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:10.8,1,4/24/2017
4.86,0,Canon_EOS_650D_0,1,0.79,\N,50,25,9F988E,63.16,0.76,6.17,24,384146,26.92,-2.42,-4.29,11,60676C,43.17,-1.57,-3.74,10,C7F2FC,92.87,-11.64,-9.39,9,777369,48.52,-0.36,6.08,8,171D1A,10.07,-3.59,1.14,4,EBF1F0,94.68,-2.16,-0.22,4,91CEF8,80.15,-8.94,-26.76,0,0,0,0,0,0,0,0,0,0,0.39,1491993146,50,-0.99,1,1.27,0,1.2,1,50,50,720,32,0.99,70138577976,14.49,21.09,51.86,33.38,0,3456,5184,72878968425,72878968425,1,0.2,1,1,Success,1.49199E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968425/medium/1493026285/enhance,21011995998,15,1080,1491993146,E51DA9647E1F1C65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47:51.9,1,4/24/2017
